ID,WasteType,WasteAmount,Latitude,Longitude,Temperature,WeatherType,DateTime
1526,Plastic,1,51.599,4.717,1.8,Storm,2025-12-18 12:03:00
1527,Residual,10,51.56535206257524,4.789387419904926,4.6,Fog,2025-12-18 12:25:00
1528,Cans,12,51.56519340937416,4.78814996243598,5.9,Fog,2025-12-18 14:05:00
1529,Cans,4,51.5832,4.7842,-6.6,Storm,2025-12-18 17:04:00
1530,Cans,2,51.612,4.756,-9.6,Storm,2025-12-18 18:30:00
1531,Paper/Cardboard,3,51.612,4.756,-1.8,Cloudy,2025-12-18 23:56:00
1532,Bulky,0,51.571,4.808,0.5,Rain,2025-12-19 01:55:00
1533,Electronics,0,51.568,4.73,4.8,Storm,2025-12-19 02:29:00
1534,Cans,7,51.56389687401093,4.788530878561542,7.2,Storm,2025-12-19 03:00:00
1535,Cans,7,51.563988513528216,4.790254772771868,1.3,Fog,2025-12-19 03:28:00
1536,Plastic,7,51.56701532353778,4.789930684224486,9.7,Rain,2025-12-19 04:26:00
1537,Plastic,11,51.5627033347186,4.786748107576987,2.6,Cloudy,2025-12-19 08:55:00
1538,Bulky,1,51.612,4.756,3.6,Storm,2025-12-19 12:10:00
1539,Cans,8,51.5905,4.801,4.8,Cloudy,2025-12-19 17:26:00
1540,Plastic,9,51.56612917931389,4.789144484840374,-5.6,Cloudy,2025-12-19 19:23:00
1541,Paper/Cardboard,3,51.556,4.824,1.6,Rain,2025-12-19 20:07:00
1542,Plastic,9,51.56322222805828,4.78916356088682,1.7,Fog,2025-12-19 23:49:00
1543,Plastic,8,51.56678919884274,4.791688232826789,2.2,Rain,2025-12-20 01:38:00
1544,Paper/Cardboard,7,51.566106963253645,4.7838311956900235,2.9,Cloudy,2025-12-20 02:29:00
1545,Cans,12,51.56392999553972,4.78729509889556,4.0,Cloudy,2025-12-20 02:46:00
1546,Plastic,10,51.56841134629039,4.78873602007299,-2.7,Rain,2025-12-20 03:04:00
1547,Glass,5,51.56412853360163,4.78562360262176,-5.0,Rain,2025-12-20 04:19:00
1548,Residual,7,51.56394454608004,4.783962617186567,0.2,Storm,2025-12-20 04:42:00
1549,Paper/Cardboard,11,51.56632650325308,4.787449268380668,6.2,Rain,2025-12-20 06:56:00
1550,Paper/Cardboard,4,51.5905,4.801,0.8,Cloudy,2025-12-20 07:16:00
1551,Residual,5,51.5886,4.7766,-1.8,Cloudy,2025-12-20 08:05:00
1552,Glass,11,51.56747574518127,4.789417619030645,8.7,Rain,2025-12-20 14:23:00
1553,Glass,6,51.602,4.779,-3.0,Sunny,2025-12-20 15:06:00
1554,Paper/Cardboard,14,51.568846138650585,4.790266381957684,6.0,Sunny,2025-12-20 15:34:00
1555,Glass,6,51.5905,4.801,5.0,Rain,2025-12-20 17:05:00
1556,Paper/Cardboard,7,51.599,4.717,-1.3,Cloudy,2025-12-20 18:02:00
1557,Paper/Cardboard,5,51.573,4.766,1.2,Fog,2025-12-20 19:24:00
1558,Cans,10,51.5700398705376,4.78860798001452,5.2,Storm,2025-12-20 21:28:00
1559,Paper/Cardboard,7,51.5862,4.7805,7.4,Fog,2025-12-20 22:42:00
1560,Paper/Cardboard,0,51.571,4.808,-2.1,Storm,2025-12-21 00:36:00
1561,Plastic,7,51.56742230031387,4.788498341002577,1.3,Rain,2025-12-21 03:09:00
1562,Bulky,1,51.568,4.73,7.3,Rain,2025-12-21 04:07:00
1563,Plastic,11,51.56576339484997,4.78598634404802,1.2,Sunny,2025-12-21 05:58:00
1564,Glass,6,51.602,4.779,6.0,Sunny,2025-12-21 06:45:00
1565,Cans,10,51.563926836050264,4.7878309602369775,3.1,Cloudy,2025-12-21 09:19:00
1566,Bulky,3,51.55,4.812,2.7,Rain,2025-12-21 11:40:00
1567,Plastic,8,51.6,4.765,5.0,Fog,2025-12-21 11:44:00
1568,Paper/Cardboard,7,51.56,4.77,4.5,Rain,2025-12-21 12:25:00
1569,Paper/Cardboard,11,51.556,4.824,5.0,Sunny,2025-12-21 12:39:00
1570,Paper/Cardboard,3,51.605,4.816,2.5,Storm,2025-12-21 15:34:00
1571,Plastic,7,51.5955,4.78,6.1,Storm,2025-12-21 17:02:00
1572,Plastic,7,51.605,4.816,-3.8,Cloudy,2025-12-21 18:50:00
1573,Cans,13,51.569090108076026,4.784065300226072,0.5,Cloudy,2025-12-21 21:09:00
1574,Plastic,10,51.56496798887273,4.786633435814675,2.7,Storm,2025-12-21 21:48:00
1575,Plastic,10,51.57114064396189,4.784983253225336,-0.1,Storm,2025-12-21 22:03:00
1576,Paper/Cardboard,12,51.56447166448424,4.788035501944415,1.4,Sunny,2025-12-21 23:16:00
1577,Plastic,13,51.56736589358628,4.790466120549646,5.5,Cloudy,2025-12-21 23:36:00
1578,Cans,7,51.56599523258049,4.787286419292721,-2.6,Fog,2025-12-22 03:22:00
1579,Residual,8,51.56702728991163,4.789500744480562,-0.3,Cloudy,2025-12-22 03:23:00
1580,Cans,9,51.56955139606473,4.786298113552377,-0.0,Cloudy,2025-12-22 04:35:00
1581,Paper/Cardboard,0,51.5905,4.7745,-5.0,Storm,2025-12-22 04:47:00
1582,Paper/Cardboard,7,51.569318431374334,4.790076696008499,4.9,Rain,2025-12-22 07:16:00
1583,Cans,5,51.5955,4.78,2.1,Cloudy,2025-12-22 07:50:00
1584,Cans,2,51.5862,4.7805,-0.2,Storm,2025-12-22 10:38:00
1585,Paper/Cardboard,8,51.567871132051316,4.788548927077617,9.0,Rain,2025-12-22 12:18:00
1586,Plastic,8,51.565396956798246,4.7859086169982215,-4.7,Fog,2025-12-22 14:25:00
1587,Residual,9,51.56593341052097,4.78567613118724,-1.7,Fog,2025-12-22 14:58:00
1588,Plastic,10,51.563657411710025,4.7860313164675725,4.7,Storm,2025-12-22 16:36:00
1589,Paper/Cardboard,11,51.56882152570863,4.786451296198224,4.2,Fog,2025-12-22 17:10:00
1590,Cans,3,51.579,4.743,-5.6,Fog,2025-12-22 19:55:00
1591,Electronics,3,51.5894,4.7757,-4.8,Rain,2025-12-22 22:16:00
1592,Residual,0,51.597,4.772,-0.5,Storm,2025-12-23 00:48:00
1593,Plastic,0,51.602,4.779,-5.9,Storm,2025-12-23 05:40:00
1594,Cans,2,51.5955,4.78,-0.8,Storm,2025-12-23 13:45:00
1595,Glass,11,51.563396440525175,4.787587108483179,4.2,Fog,2025-12-23 13:48:00
1596,Electronics,2,51.599,4.717,7.5,Cloudy,2025-12-24 04:58:00
1597,Paper/Cardboard,4,51.5955,4.78,1.1,Fog,2025-12-24 05:17:00
1598,Plastic,1,51.573,4.766,1.6,Cloudy,2025-12-24 09:19:00
1599,Glass,4,51.5887,4.775,-0.4,Storm,2025-12-24 17:42:00
1600,Paper/Cardboard,3,51.605,4.816,-3.4,Sunny,2025-12-24 20:10:00
1601,Residual,7,51.5832,4.7842,-0.0,Sunny,2025-12-24 22:33:00
1602,Paper/Cardboard,3,51.571,4.808,-0.0,Cloudy,2025-12-24 23:19:00
1603,Glass,1,51.5862,4.7805,-8.5,Fog,2025-12-25 06:47:00
1604,Paper/Cardboard,0,51.556,4.824,-0.6,Storm,2025-12-25 12:01:00
1605,Cans,4,51.573,4.766,-2.6,Cloudy,2025-12-25 23:09:00
1606,Residual,1,51.6,4.805,3.1,Fog,2025-12-25 23:58:00
1607,Plastic,4,51.599,4.717,0.1,Rain,2025-12-26 10:48:00
1608,Plastic,3,51.5955,4.78,-2.1,Storm,2025-12-26 17:23:00
1609,Plastic,2,51.605,4.816,-1.3,Rain,2025-12-27 09:38:00
1610,Electronics,5,51.5832,4.7842,-6.3,Rain,2025-12-27 14:42:00
1611,Cans,5,51.5955,4.78,3.9,Rain,2025-12-27 22:09:00
1612,Cans,3,51.5887,4.775,9.2,Storm,2025-12-28 03:57:00
1613,Plastic,2,51.556,4.824,2.9,Rain,2025-12-28 04:16:00
1614,Electronics,0,51.6,4.805,-2.7,Storm,2025-12-28 04:34:00
1615,Bulky,3,51.602,4.779,3.4,Cloudy,2025-12-28 07:23:00
1616,Paper/Cardboard,6,51.556,4.779,-1.4,Fog,2025-12-28 11:54:00
1617,Plastic,4,51.586,4.756,2.5,Rain,2025-12-28 15:32:00
1618,Bulky,3,51.556,4.824,2.7,Rain,2025-12-28 22:15:00
1619,Residual,0,51.615,4.76,-0.3,Fog,2025-12-29 01:39:00
1620,Cans,0,51.5887,4.775,-1.1,Storm,2025-12-29 02:02:00
1621,Paper/Cardboard,0,51.602,4.779,-0.9,Rain,2025-12-29 09:54:00
1622,Plastic,1,51.597,4.772,0.7,Storm,2025-12-29 10:39:00
1623,Paper/Cardboard,7,51.5894,4.7757,-0.9,Cloudy,2025-12-29 17:05:00
1624,Plastic,5,51.5905,4.801,-0.5,Cloudy,2025-12-29 20:10:00
1625,Paper/Cardboard,8,51.597,4.772,1.2,Cloudy,2025-12-29 20:23:00
1626,Cans,5,51.5894,4.7757,-0.5,Rain,2025-12-30 09:39:00
1627,Bulky,0,51.6,4.805,-1.7,Rain,2025-12-30 20:16:00
1628,Plastic,9,51.5887,4.775,-1.8,Sunny,2025-12-30 21:15:00
1629,Plastic,3,51.599,4.717,-1.3,Fog,2025-12-30 23:45:00
1630,Plastic,3,51.5862,4.7805,6.9,Fog,2025-12-31 01:43:00
1631,Residual,6,51.5894,4.7757,2.0,Cloudy,2025-12-31 03:48:00
1632,Plastic,5,51.612,4.756,2.3,Cloudy,2025-12-31 18:11:00
1633,Glass,7,51.612,4.756,0.8,Sunny,2025-12-31 18:35:00
1634,Electronics,2,51.568,4.73,-2.1,Fog,2025-12-31 23:01:00
1635,Cans,5,51.5832,4.7842,-8.5,Fog,2025-12-31 23:57:00
1636,Paper/Cardboard,2,51.571,4.808,-3.4,Cloudy,2026-01-01 02:44:00
1637,Paper/Cardboard,1,51.5894,4.7757,0.7,Rain,2026-01-01 08:56:00
1638,Electronics,1,51.55,4.812,-1.6,Cloudy,2026-01-01 09:02:00
1639,Cans,4,51.5955,4.78,-3.8,Fog,2026-01-01 10:30:00
1640,Cans,3,51.5832,4.7842,-1.9,Storm,2026-01-01 12:32:00
1641,Paper/Cardboard,0,51.556,4.824,-8.9,Rain,2026-01-01 13:13:00
1642,Plastic,7,51.599,4.717,1.6,Cloudy,2026-01-01 20:44:00
1643,Bulky,1,51.615,4.76,-1.5,Fog,2026-01-01 22:17:00
1644,Residual,0,51.5862,4.7805,1.4,Storm,2026-01-01 23:37:00
1645,Glass,3,51.5894,4.7757,-8.6,Rain,2026-01-02 19:23:00
1646,Glass,5,51.5955,4.78,6.1,Fog,2026-01-03 07:32:00
1647,Cans,8,51.5905,4.7745,-3.3,Fog,2026-01-03 08:42:00
1648,Paper/Cardboard,11,51.56,4.77,4.0,Sunny,2026-01-03 18:41:00
1649,Paper/Cardboard,4,51.5887,4.775,-1.3,Rain,2026-01-03 18:50:00
1650,Plastic,7,51.6,4.765,2.9,Sunny,2026-01-04 01:55:00
1651,Cans,3,51.573,4.766,-2.0,Storm,2026-01-04 04:09:00
1652,Paper/Cardboard,3,51.5832,4.7842,-7.0,Storm,2026-01-04 09:56:00
1653,Glass,4,51.5862,4.7805,-5.8,Cloudy,2026-01-04 14:05:00
1654,Plastic,8,51.5886,4.7766,-4.9,Fog,2026-01-04 15:05:00
1655,Residual,7,51.602,4.779,6.2,Sunny,2026-01-04 21:01:00
1656,Paper/Cardboard,10,51.556,4.779,-1.0,Sunny,2026-01-04 21:11:00
1657,Plastic,1,51.579,4.743,2.1,Fog,2026-01-05 02:07:00
1658,Bulky,0,51.579,4.743,0.9,Storm,2026-01-05 14:07:00
1659,Cans,3,51.5832,4.7842,-1.4,Storm,2026-01-05 14:18:00
1660,Cans,6,51.5886,4.7766,3.2,Rain,2026-01-06 02:16:00
1661,Plastic,6,51.56,4.77,0.5,Cloudy,2026-01-06 07:11:00
1662,Cans,2,51.566,4.788,1.2,Storm,2026-01-06 22:57:00
1663,Residual,2,51.5905,4.7745,-2.4,Fog,2026-01-06 23:14:00
1664,Paper/Cardboard,1,51.5862,4.7805,0.4,Storm,2026-01-07 02:22:00
1665,Electronics,1,51.556,4.779,0.8,Storm,2026-01-07 05:59:00
1666,Glass,0,51.5905,4.7745,2.5,Storm,2026-01-07 08:10:00
1667,Residual,4,51.576,4.796,-1.9,Sunny,2026-01-07 09:13:00
1668,Glass,0,51.5905,4.801,3.7,Storm,2026-01-07 09:28:00
1669,Plastic,4,51.612,4.756,-1.1,Sunny,2026-01-07 09:46:00
1670,Glass,5,51.5955,4.78,-1.4,Fog,2026-01-07 12:09:00
1671,Paper/Cardboard,0,51.602,4.779,0.8,Storm,2026-01-07 13:24:00
1672,Plastic,2,51.612,4.756,4.7,Storm,2026-01-07 18:20:00
1673,Residual,6,51.556,4.824,-0.4,Sunny,2026-01-07 22:22:00
1674,Glass,10,51.5886,4.7766,9.9,Sunny,2026-01-07 23:52:00
1675,Cans,5,51.5886,4.7766,5.4,Cloudy,2026-01-08 02:04:00
1676,Electronics,0,51.612,4.756,1.5,Rain,2026-01-08 02:28:00
1677,Bulky,0,51.6,4.805,-0.3,Fog,2026-01-08 05:32:00
1678,Paper/Cardboard,0,51.55,4.812,-2.8,Fog,2026-01-08 07:06:00
1679,Paper/Cardboard,0,51.576,4.796,3.5,Rain,2026-01-08 09:08:00
1680,Residual,6,51.5894,4.7757,1.8,Cloudy,2026-01-08 12:55:00
1681,Cans,4,51.566,4.788,-0.7,Cloudy,2026-01-08 14:18:00
1682,Paper/Cardboard,6,51.556,4.779,3.5,Fog,2026-01-08 22:05:00
1683,Glass,4,51.56,4.77,0.0,Fog,2026-01-09 06:37:00
1684,Glass,4,51.615,4.76,1.6,Sunny,2026-01-09 13:04:00
1685,Cans,7,51.5894,4.7757,1.3,Cloudy,2026-01-09 15:48:00
1686,Glass,5,51.55,4.812,-0.0,Fog,2026-01-09 18:22:00
1687,Residual,7,51.556,4.779,3.7,Fog,2026-01-09 20:47:00
1688,Glass,3,51.579,4.743,-8.8,Fog,2026-01-09 22:37:00
1689,Electronics,2,51.566,4.788,6.6,Rain,2026-01-10 03:42:00
1690,Electronics,0,51.576,4.796,5.0,Storm,2026-01-10 08:05:00
1691,Bulky,1,51.586,4.756,8.4,Rain,2026-01-10 08:35:00
1692,Paper/Cardboard,8,51.6,4.765,3.6,Cloudy,2026-01-10 10:53:00
1693,Glass,6,51.5905,4.801,-1.0,Sunny,2026-01-10 11:02:00
1694,Residual,5,51.5905,4.801,-2.8,Cloudy,2026-01-10 12:06:00
1695,Paper/Cardboard,2,51.5905,4.801,4.2,Storm,2026-01-10 12:43:00
1696,Residual,5,51.6,4.765,-0.1,Storm,2026-01-10 18:42:00
1697,Plastic,8,51.5886,4.7766,-0.6,Fog,2026-01-10 20:48:00
1698,Plastic,4,51.556,4.779,-6.2,Rain,2026-01-10 23:35:00
1699,Plastic,4,51.599,4.717,1.6,Cloudy,2026-01-11 00:31:00
1700,Glass,1,51.556,4.824,-3.3,Storm,2026-01-11 02:18:00
1701,Glass,5,51.56,4.77,-2.0,Rain,2026-01-11 07:29:00
1702,Bulky,0,51.579,4.743,4.0,Storm,2026-01-11 14:17:00
1703,Cans,8,51.5905,4.7745,4.8,Fog,2026-01-11 17:33:00
1704,Electronics,2,51.579,4.743,3.4,Storm,2026-01-11 23:37:00
1705,Cans,4,51.5887,4.775,1.4,Rain,2026-01-12 01:53:00
1706,Electronics,2,51.605,4.816,7.8,Fog,2026-01-12 08:16:00
1707,Plastic,0,51.571,4.808,-2.1,Rain,2026-01-12 09:57:00
1708,Cans,1,51.586,4.756,-2.5,Fog,2026-01-13 01:28:00
1709,Plastic,3,51.5862,4.7805,-3.3,Rain,2026-01-13 06:25:00
1710,Bulky,5,51.612,4.756,2.3,Sunny,2026-01-13 14:12:00
1711,Paper/Cardboard,10,51.556,4.779,2.5,Sunny,2026-01-13 18:58:00
1712,Plastic,3,51.556,4.779,-0.6,Storm,2026-01-13 23:05:00
1713,Electronics,0,51.55,4.812,-3.3,Storm,2026-01-13 23:24:00
1714,Paper/Cardboard,0,51.55,4.812,6.3,Storm,2026-01-14 01:59:00
1715,Glass,3,51.568,4.73,2.7,Cloudy,2026-01-14 06:00:00
1716,Bulky,3,51.615,4.76,0.8,Cloudy,2026-01-14 17:53:00
1717,Cans,9,51.5955,4.78,-4.7,Sunny,2026-01-15 00:52:00
1718,Glass,8,51.6,4.765,2.3,Fog,2026-01-15 14:01:00
1719,Glass,6,51.5886,4.7766,-3.6,Cloudy,2026-01-15 20:35:00
1720,Bulky,2,51.5894,4.7757,-5.9,Storm,2026-01-15 23:19:00
1721,Electronics,1,51.597,4.772,2.5,Cloudy,2026-01-16 04:17:00
1722,Plastic,1,51.612,4.756,5.8,Storm,2026-01-16 08:16:00
1723,Cans,5,51.56,4.77,3.2,Fog,2026-01-16 10:06:00
1724,Bulky,0,51.5905,4.801,0.2,Storm,2026-01-16 11:38:00
1725,Cans,2,51.579,4.743,0.8,Rain,2026-01-16 23:28:00
1726,Paper/Cardboard,2,51.568,4.73,-4.6,Cloudy,2026-01-16 23:37:00
1727,Residual,6,51.5905,4.801,2.3,Cloudy,2026-01-17 04:15:00
1728,Paper/Cardboard,3,51.597,4.772,4.3,Storm,2026-01-17 06:37:00
1729,Plastic,7,51.5886,4.7766,4.7,Cloudy,2026-01-17 10:58:00
1730,Paper/Cardboard,7,51.597,4.772,-0.0,Sunny,2026-01-17 12:22:00
1731,Bulky,2,51.566,4.788,-2.6,Cloudy,2026-01-17 14:40:00
1732,Glass,6,51.5887,4.775,4.1,Cloudy,2026-01-17 17:44:00
1733,Glass,6,51.56,4.77,0.1,Storm,2026-01-17 17:57:00
1734,Electronics,0,51.597,4.772,2.2,Storm,2026-01-18 02:29:00
1735,Cans,11,51.5862,4.7805,1.5,Sunny,2026-01-18 12:37:00
1736,Electronics,1,51.602,4.779,-6.0,Storm,2026-01-18 20:44:00
1737,Cans,3,51.5905,4.7745,-0.9,Storm,2026-01-18 21:22:00
1738,Glass,2,51.5862,4.7805,-3.1,Cloudy,2026-01-19 05:48:00
1739,Cans,7,51.5886,4.7766,4.5,Fog,2026-01-19 10:16:00
1740,Paper/Cardboard,0,51.5894,4.7757,-7.5,Storm,2026-01-19 15:51:00
1741,Residual,7,51.597,4.772,-0.4,Cloudy,2026-01-19 16:31:00
1742,Glass,2,51.56,4.77,-0.1,Rain,2026-01-19 22:33:00
1743,Electronics,0,51.605,4.816,2.3,Fog,2026-01-20 02:13:00
1744,Cans,7,51.56,4.77,4.4,Cloudy,2026-01-20 06:25:00
1745,Glass,0,51.55,4.812,-1.2,Cloudy,2026-01-20 08:19:00
1746,Paper/Cardboard,2,51.6,4.765,-1.1,Storm,2026-01-20 12:51:00
1747,Electronics,0,51.6,4.805,4.8,Storm,2026-01-20 15:24:00
1748,Bulky,5,51.5955,4.78,-2.3,Storm,2026-01-20 19:13:00
1749,Plastic,0,51.597,4.772,-0.4,Storm,2026-01-20 20:12:00
1750,Electronics,3,51.612,4.756,-0.5,Fog,2026-01-20 21:44:00
1751,Bulky,0,51.55,4.812,2.5,Storm,2026-01-20 23:07:00
1752,Residual,6,51.5862,4.7805,2.0,Cloudy,2026-01-21 00:50:00
1753,Bulky,0,51.55,4.812,0.9,Fog,2026-01-21 05:31:00
1754,Glass,3,51.55,4.812,6.3,Cloudy,2026-01-21 05:59:00
1755,Glass,1,51.5905,4.7745,-2.6,Rain,2026-01-21 11:00:00
1756,Plastic,4,51.597,4.772,-1.9,Cloudy,2026-01-21 12:33:00
1757,Glass,0,51.55,4.812,-2.7,Storm,2026-01-21 14:24:00
1758,Bulky,1,51.571,4.808,-0.3,Fog,2026-01-21 21:56:00
1759,Residual,3,51.5887,4.775,5.4,Rain,2026-01-22 01:50:00
1760,Residual,2,51.576,4.796,2.8,Cloudy,2026-01-22 02:11:00
1761,Residual,2,51.556,4.824,-1.8,Cloudy,2026-01-22 04:41:00
1762,Cans,4,51.5955,4.78,-0.9,Storm,2026-01-22 14:52:00
1763,Paper/Cardboard,5,51.5905,4.801,1.4,Cloudy,2026-01-22 22:36:00
1764,Bulky,1,51.556,4.824,0.3,Fog,2026-01-22 23:02:00
1765,Plastic,2,51.615,4.76,-0.8,Fog,2026-01-22 23:11:00
1766,Cans,4,51.602,4.779,-3.7,Cloudy,2026-01-23 02:01:00
1767,Residual,1,51.571,4.808,-0.0,Fog,2026-01-23 03:27:00
1768,Plastic,6,51.556,4.779,-0.3,Fog,2026-01-23 13:40:00
1769,Paper/Cardboard,5,51.586,4.756,-3.1,Cloudy,2026-01-23 14:35:00
1770,Cans,6,51.56,4.77,-5.0,Fog,2026-01-23 14:39:00
1771,Plastic,3,51.597,4.772,0.6,Rain,2026-01-23 15:48:00
1772,Glass,5,51.6,4.805,-1.8,Sunny,2026-01-23 17:35:00
1773,Plastic,3,51.5832,4.7842,5.0,Storm,2026-01-23 22:53:00
1774,Residual,1,51.571,4.808,0.1,Cloudy,2026-01-24 00:15:00
1775,Paper/Cardboard,3,51.612,4.756,-1.3,Storm,2026-01-24 10:07:00
1776,Glass,4,51.5905,4.7745,-1.4,Storm,2026-01-24 10:09:00
1777,Bulky,0,51.6,4.805,-7.1,Cloudy,2026-01-24 10:48:00
1778,Paper/Cardboard,4,51.573,4.766,-1.7,Storm,2026-01-24 11:03:00
1779,Glass,5,51.55,4.812,4.7,Cloudy,2026-01-24 13:01:00
1780,Plastic,8,51.5832,4.7842,-2.2,Cloudy,2026-01-24 21:01:00
1781,Paper/Cardboard,8,51.5886,4.7766,-2.8,Rain,2026-01-24 21:49:00
1782,Paper/Cardboard,7,51.6,4.765,1.4,Storm,2026-01-24 23:11:00
1783,Plastic,4,51.56,4.77,0.4,Storm,2026-01-24 23:58:00
1784,Glass,1,51.599,4.717,0.6,Storm,2026-01-25 02:09:00
1785,Cans,4,51.556,4.779,-3.3,Storm,2026-01-25 03:24:00
1786,Bulky,0,51.6,4.805,-2.0,Fog,2026-01-25 09:05:00
1787,Residual,7,51.5894,4.7757,1.2,Cloudy,2026-01-25 20:37:00
1788,Bulky,0,51.579,4.743,-0.4,Fog,2026-01-26 01:13:00
1789,Paper/Cardboard,3,51.586,4.756,2.5,Storm,2026-01-26 13:18:00
1790,Cans,1,51.55,4.812,-1.5,Fog,2026-01-26 18:56:00
1791,Cans,2,51.5955,4.78,4.8,Cloudy,2026-01-27 05:37:00
1792,Bulky,1,51.605,4.816,7.1,Fog,2026-01-27 06:56:00
1793,Bulky,0,51.573,4.766,-0.7,Storm,2026-01-27 17:20:00
1794,Paper/Cardboard,0,51.602,4.779,-1.6,Storm,2026-01-27 18:54:00
1795,Plastic,5,51.6,4.765,-0.5,Rain,2026-01-27 19:12:00
1796,Residual,1,51.571,4.808,3.3,Rain,2026-01-27 21:00:00
1797,Bulky,2,51.5894,4.7757,-3.6,Rain,2026-01-27 21:30:00
1798,Cans,10,51.6,4.765,5.3,Sunny,2026-01-27 22:56:00
1799,Paper/Cardboard,0,51.573,4.766,-4.7,Rain,2026-01-28 03:02:00
1800,Glass,0,51.571,4.808,-0.3,Storm,2026-01-28 03:14:00
1801,Bulky,0,51.6,4.805,-1.1,Cloudy,2026-01-28 03:15:00
1802,Plastic,8,51.5894,4.7757,0.5,Sunny,2026-01-28 06:15:00
1803,Paper/Cardboard,0,51.5862,4.7805,-4.8,Storm,2026-01-28 09:31:00
1804,Electronics,0,51.599,4.717,5.5,Rain,2026-01-28 14:59:00
1805,Residual,4,51.576,4.796,-0.6,Fog,2026-01-29 06:04:00
1806,Paper/Cardboard,1,51.573,4.766,3.9,Storm,2026-01-29 08:58:00
1807,Bulky,0,51.597,4.772,4.0,Rain,2026-01-29 11:30:00
1808,Plastic,5,51.579,4.743,5.6,Cloudy,2026-01-29 16:10:00
1809,Cans,3,51.586,4.756,-0.8,Cloudy,2026-01-29 17:29:00
1810,Plastic,3,51.5862,4.7805,-0.5,Storm,2026-01-29 20:28:00
1811,Plastic,4,51.5862,4.7805,5.9,Rain,2026-01-29 23:13:00
1812,Paper/Cardboard,2,51.612,4.756,-7.2,Cloudy,2026-01-30 07:47:00
1813,Paper/Cardboard,3,51.56,4.77,1.1,Storm,2026-01-30 09:27:00
1814,Residual,5,51.5862,4.7805,-3.3,Cloudy,2026-01-30 13:14:00
1815,Paper/Cardboard,6,51.5894,4.7757,3.4,Fog,2026-01-31 05:36:00
1816,Residual,7,51.5955,4.78,2.2,Sunny,2026-01-31 07:52:00
1817,Glass,4,51.5894,4.7757,-6.7,Fog,2026-01-31 10:03:00
1818,Electronics,6,51.5905,4.7745,-0.2,Cloudy,2026-01-31 13:22:00
1819,Bulky,0,51.55,4.812,2.4,Rain,2026-01-31 13:24:00
1820,Electronics,3,51.5886,4.7766,2.0,Storm,2026-01-31 14:04:00
1821,Paper/Cardboard,7,51.602,4.779,-1.4,Sunny,2026-01-31 19:25:00
1822,Bulky,3,51.5905,4.801,1.8,Storm,2026-01-31 19:31:00
1823,Residual,4,51.571,4.808,-1.0,Sunny,2026-02-01 02:23:00
1824,Paper/Cardboard,9,51.602,4.779,-0.8,Sunny,2026-02-01 09:08:00
1825,Paper/Cardboard,10,51.5886,4.7766,-2.3,Fog,2026-02-01 11:35:00
1826,Bulky,2,51.568,4.73,-2.3,Cloudy,2026-02-01 11:53:00
1827,Glass,7,51.5886,4.7766,2.1,Storm,2026-02-01 16:33:00
1828,Paper/Cardboard,6,51.615,4.76,-4.1,Cloudy,2026-02-01 16:55:00
1829,Paper/Cardboard,9,51.5832,4.7842,1.9,Fog,2026-02-01 17:26:00
1830,Residual,0,51.615,4.76,2.2,Storm,2026-02-01 21:31:00
1831,Cans,2,51.5832,4.7842,1.6,Storm,2026-02-02 00:56:00
1832,Glass,0,51.568,4.73,-1.1,Storm,2026-02-02 02:39:00
1833,Bulky,0,51.5894,4.7757,1.7,Storm,2026-02-02 06:56:00
1834,Glass,0,51.597,4.772,-8.0,Storm,2026-02-02 08:07:00
1835,Glass,3,51.586,4.756,3.3,Cloudy,2026-02-02 10:51:00
1836,Plastic,8,51.5905,4.7745,7.4,Fog,2026-02-02 14:50:00
1837,Electronics,4,51.573,4.766,-3.8,Cloudy,2026-02-02 15:37:00
1838,Plastic,5,51.5905,4.7745,-4.6,Fog,2026-02-02 16:40:00
1839,Residual,3,51.576,4.796,8.6,Rain,2026-02-02 20:19:00
1840,Cans,6,51.6,4.765,-0.1,Rain,2026-02-02 23:23:00
1841,Paper/Cardboard,1,51.56,4.77,-3.4,Storm,2026-02-03 00:28:00
1842,Paper/Cardboard,4,51.5862,4.7805,-0.2,Fog,2026-02-03 00:58:00
1843,Glass,6,51.5886,4.7766,5.7,Cloudy,2026-02-03 00:58:00
1844,Bulky,4,51.568,4.73,4.1,Sunny,2026-02-03 05:02:00
1845,Residual,2,51.5886,4.7766,-1.3,Cloudy,2026-02-03 05:58:00
1846,Bulky,0,51.579,4.743,2.5,Storm,2026-02-03 08:14:00
1847,Bulky,0,51.599,4.717,1.6,Storm,2026-02-03 10:34:00
1848,Residual,3,51.5894,4.7757,-6.1,Fog,2026-02-03 20:35:00
1849,Paper/Cardboard,0,51.615,4.76,0.3,Storm,2026-02-03 22:11:00
1850,Bulky,0,51.597,4.772,-7.6,Storm,2026-02-04 04:48:00
1851,Paper/Cardboard,2,51.6,4.765,4.2,Rain,2026-02-04 05:40:00
1852,Paper/Cardboard,1,51.5862,4.7805,-1.1,Storm,2026-02-04 10:35:00
1853,Paper/Cardboard,1,51.571,4.808,4.1,Cloudy,2026-02-04 10:42:00
1854,Glass,1,51.612,4.756,-6.0,Fog,2026-02-04 11:33:00
1855,Residual,4,51.5862,4.7805,-1.5,Storm,2026-02-04 12:31:00
1856,Glass,4,51.571,4.808,-2.9,Cloudy,2026-02-04 15:42:00
